"date","symbol","rank","buytext","buypoint"
"12/27/10","EW","46","Pauses after clearing flat base; 17% past 69.39 buy point.","69.39 "
"12/27/10","INFY","50","5% over 71.04 buy pt after clearing cup w/handle base.","71.04 "
"12/27/11","LQDT","1","Pullsunder 36.22cup buypoint inlighttrade.","36.22"
"12/27/11","QCOR","4","Tests10-weekline for first time since Octoberbreakout.",
"12/27/11","SWI","7","Slicesthrough 10-weekline inbelow-averagevolume.",
"12/27/11","ISRG","2","Brokeout of base-on-base449.16 buypoint inlightvolume.","449.16 "
"12/27/11","ULTA","5","Lost10-weekline inbig volume;RSline weakens.",
"12/27/11","V","8","4%above 98.70buy pointfrom three-weeks-tight.","98.70"
"12/27/11","MA","3","4%above 362.04buy pointfrom cup without handle.","362.04"
"12/27/11","ALXN","6","Maybe formingflatbase w/70.42 buypt.","70.42 "
"12/27/11","GOLD","9","Maybe formingbase-on-base asit consolidatesbelow10-wk.",
"12/27/11","HMSY","10","Extended13%past 27.92cup-with-handlebuy point.","27.92"
"12/27/11","PRGO","13","Holdsjustbelowflatbasebuy pointof 101.56.","101.56"
"12/27/11","DLTR","11","Formsfour-weeks tightpatternwith 84.09buy point.","84.09"
"12/27/11","TDG","14","Formsflatbase-on-base with potential102.83entry.","102.83"
"12/27/11","NUAN","12","Accumulationbuilds, 8 weeksinto base-on-basepattern.",
"12/27/11","GOOG","15","Inbuy rangefrom 618.40 buy pt;also formed4-weeks-tight.","618.40 "
"12/27/11","PNRA","16","Seessome volumesupport onrebound from 10-weekline.",
"12/27/11","DG","19","Stockstands 1%past40.81 flat-basebuy point.","40.81 "
"12/27/11","NUS","22","Formingpotentialflatbase w/51.77buy pt.","51.77"
"12/27/11","MELI","25","Findingsupport at 10-wkavgafter pullbackfrom new high.",
"12/27/11","HUM","28","Newbuy opportunityin2ndlightpullback to 10-week.",
"12/27/11","PII","17","Breakoutpast 61.60buypt fails;gets 40-weekavg.support.","61.60"
"12/27/11","BWLD","20","Justpast67.52handlebuy pointinhigherweeklytrade.","67.52"
"12/27/11","AH","23","Formingstage-one base, butpattern isdeep.",
"12/27/11","SBNY","26","3%past58.84handle trigger.RSline isat new high.","58.84"
"12/27/11","GWW","29","Secondbounce off10-weekareasince Oct. 18breakout.",
"12/27/11","ROST","18","Extendedafter successfulrebound off10-week line.",
"12/27/11","HANS","21","Reboundsafterpullback from new highto 10-wkavg.",
"12/27/11","AUY","24","Dec.breakout failsbut findssupport at200-dayline.",
"12/27/11","CMG","27","Couldbeetching ahandle,but pattern isthird stage.",
"12/27/11","TJX","30","6%past61.38buy pointfrom three-weeks-tight pattern.","61.38"
"12/27/11","HIBB","31","Infirst test of 10-weekline sinceclearing43.10trigger.","43.10"
"12/27/11","INT","34","Holdingsteady near 42.22entryinedgy cup withhandle.","42.22"
"12/27/11","TCBI","37","Atnewhigh and 4%past 29.08handlebuy point.","29.08"
"12/27/11","CXO","40","8%declinefrom 102.07 buy pointtriggessell rule.","102.07 "
"12/27/11","AAP","43","Longhandleforming with buypoint of71.10.","71.10"
"12/27/11","CVLT","47","Plungesbelow10-weekmoving averageinheavy volume.",
"12/27/11","BIIB","32","Thinstock forming base-on-base, 2 pullbacksto 10-wkline.",
"12/27/11","TSCO","35","Infirst-stagebase-on-base pattern with78.32buy point.","78.32"
"12/27/11","FAST","38","Withinbuyingrange after2nd bounceoff10-weekline.",
"12/27/11","CELG","41","Climbsrightside of cupwith 68.35buy point.","68.35"
"12/27/11","HCP","44","Setsupinlongcup-with-handle base; 40.97buypoint.","40.97"
"12/27/11","HLF","46","Tryingtoform new baseafter failedbreakout.",
"12/27/11","ENDP","49","Bouncingback, but stillhitsresistance at40-week line.",
"12/27/11","FFIV","33","Maybe forminghandlew/ 117.40 buyptin verydeep base.","117.40 "
"12/27/11","VRSK","36","12%above35.37buy inlongcup w/handle.","35.37"
"12/27/11","AAPL","39","Workingonalate-stage flatbase. No accumulationinbase.",
"12/27/11","RGLD","42","Handlew/82.80 entrynow toodeep at 17%.Stillbasing.","82.80 "
"12/27/11","NOG","45","Maybe formingbase-on-base patternw/ 27.80buy pt.","27.80"
"12/27/11","EBIX","48","Sevenstraightup weeksare goodas baseforms.",
"12/27/11","MNTA","50","Moreupweeks than downlately isa plus,butbase isdeep.",
"12/28/09","HMIN","1","Support at 10-week line holds as volume dries up.",
"12/28/09","PCLN","5","Up 6% from 214.57 short-stroke buy point.","214.57 "
"12/28/09","RAX","9","Backtracks slightly from new high.",
"12/28/09","MED","2","Rises steeply to new highs, not a buy point in sight.",
"12/28/09","CTRP","6","Rebounds high in weekly range after touching 10-week line.",
"12/28/09","VIT","3","Broke out of deep handle with 19.90 buy point.","19.90 "
"12/28/09","BUCY","7","6% past 55.55 buy point from flat base.","55.55 "
"12/28/09","NEU","4","Making new 52-week highs bit in diminishing volume.",
"12/28/09","MFW","8","Thin stock extended 69% from 24.96 cup w/handle buy pt.","24.96 "
"12/28/09","ASIA","13","Holds near highs, nowhere near a buy point.",
"12/28/09","TSTC","17","Near new highs after clearing possible ascending base.",
"12/28/09","MELI","10","Up 13% from three-weeks-tight 47.85 buy point.","47.85 "
"12/28/09","SXCI","14","Rebounds from 10-week support but in weak volume.",
"12/28/09","VPRT","18","Finds support at 10-week line, but needs volume for rebound.",
"12/28/09","CAAS","11","12% past 17.72 buy pt from 3-weeks-tight as it retreats.","17.72 "
"12/28/09","TLVT","15","16% past 32.85 cup-with-handle buy point.","32.85 "
"12/28/09","TLEO","19","Bounces above 10-week while forming new base.",
"12/28/09","JST","12","Thin stock holds near highs but volume declining some.",
"12/28/09","GFA","16","Trying to regain its 10-week moving average.",
"12/28/09","BIDU","20","Support around 10-week line as it works on base.",
"12/28/09","CACC","23","16% past 37.10 buy pt after breakout from 8-week base.","37.10 "
"12/28/09","SIRO","27","Drifts higher after two weeks of big-volume losses.",
"12/28/09","VIP","31","Dips below 10-week line as new base forms.",
"12/28/09","VNR","35","9% above 19.76 buy point in eight week cup base.","19.76 "
"12/28/09","NTY","39","Ekes above 43.81 buy pt after weak dip to the 10-wk avg.","43.81 "
"12/28/09","ABVT","24","Holds near highs after sharp 3-week advance.",
"12/28/09","GMCR","28","Forming right side of base as accumulation picks up.",
"12/28/09","ULTA","32","RS line flattens as uptrend stalls just past 10-wk. line.",
"12/28/09","WX","36","Snugs up to 10-week line; may be forming new base.",
"12/28/09","HRBN","40","In buy range between 10-week average new 23.01 buy point.","23.01 "
"12/28/09","CTSH","21","Cleared 5-week flat base, but did so on light volume.",
"12/28/09","JCG","25","Rebounding from prior week's reversal on soft volume.",
"12/28/09","EBIX","29","Ugly plunge in fast trade takes it far below 10-week line.",
"12/28/09","WRLD","33","28% past 28.26 buy point of cup with long handle.","28.26 "
"12/28/09","BCSI","37","RS line presses higher as stock breaks to 22-mo. high.",
"12/28/09","ISRG","22","Breaks above three-weeks-tight pattern in weak volume.",
"12/28/09","LULU","26","5% past flat-base 28.81 buy pt after big-volume breakout.","28.81 "
"12/28/09","ININ","30","Regains its 10-week line after being submerged for 9 weeks.",
"12/28/09","EPAY","34","Holds between highs and 10-week line; possible base forming.",
"12/28/09","CAGC","38","Rebounding on big volume. 37% past 20.89 handle buy point.","20.89 "
"12/28/09","LFT","44","19% past 31.35 buy pt; breakout from cup w/handle base.","31.35 "
"12/28/09","CSKI","48","Thin stock well-extended past buy point of long base.",
"12/28/09","CYD","41","Extended 46% past 10.60 buy point from a cup-shaped base.","10.60 "
"12/28/09","AAPL","45","Cleared 208.10 buy point from a flat base with handle.","208.10 "
"12/28/09","LL","49","Bouncing off 10-week line, but on weak volume.",
"12/28/09","EJ","43","Still shaping handle that is low and deep.",
"12/28/09","FFIV","47","31% past 40.03 buy pt in three-weeks-tight pattern.","40.03 "
"12/28/09","CISG","42","Forming new base as it consolidates along 10-week avg.",
"12/28/09","SHOO","46","Climbs right side of nine week cup base; but no accumulation.",
"12/28/09","WCRX","50","At new high and 14% past 24.55 buy point in cup base.","24.55 "
"12/29/08","AFAM","1","Failed breakout Nov. 14 was start of new base-building try.",
"12/29/08","ESI","5","Forming right side to cup that began in mid-September.",
"12/29/08","APEI","9","Hasn't done much good since November breakout failed.",
"12/29/08","EBS","2","Extended 18% past 21.60 buy pt from 10-week pullback.","21.60 "
"12/29/08","LPHI","6","Took out 39.60 buy point on soft vol.; then started new handle.","39.60 "
"12/29/08","INT","3","Now 20% past 30.31 buy point from cup-shaped base.","30.31 "
"12/29/08","PETS","7","May be forming new base after Oct. 31 breakout fell apart.",
"12/29/08","AVAV","4","Passed 36.32 cup-w-handle buy pt 12/18, failed next day.","36.32 "
"12/29/08","SYKE","8","Closes tight for week as handle becomes base w/20.35 buy pt.","20.35 "
"12/29/08","BKR","13","Cup-with-handle buy point is 38.84, but cup is 64% deep.","38.84"
"12/29/08","INSU","17","Remains near 18.67 buy pt; broke out Dec. 5 on big volume.","18.67 "
"12/29/08","HS","10","Building handle on sloppy cup, buy point at 19.54.","19.54"
"12/29/08","GTIV","14","Rebounds off 10-week line after fleeting breakout.",
"12/29/08","HMSY","18","Cleared resistance around 27, still far from 52-week high.",
"12/29/08","GMCR","11","Rebounds from 10-week as it builds handle on 2-month cup.",
"12/29/08","ACM","15","Extended 10% past 27.30 buy point from cup with handle.","27.30 "
"12/29/08","THOR","19","Slips under 31.62 high-handle buy point in sloppy pattern.","31.62 "
"12/29/08","VSEC","12","Forming handle on cup-shaped base begun in August.",
"12/29/08","CPLA","16","Eases after breakout; forms new handle with 61.27 buy point.","61.27 "
"12/29/08","QSII","20","Quickly building right side of base as accum. improves.",
"12/29/08","SXCI","24","Closes tight for week, just below 16.76 buy point.","16.76 "
"12/29/08","STRA","28","Breakout fails, falls below support at 10-week line.",
"12/29/08","NITE","32","Rests on 10-week support as it builds low handle in base.",
"12/29/08","NPK","36","Thin stock may be building a handle to a 2-month cup base.",
"12/29/08","NVEC","40","Forming right side of base, still 33% off left-side high.",
"12/29/08","CELG","21","Having trouble starting right side of double-bottom base.",
"12/29/08","ENSG","25","Might be building handle on messy base-on-base pattern.",
"12/29/08","CMP","29","Trying to build right side of an irregular pattern.",
"12/29/08","MCD","33","Trading sideways after forming cup-with-handle base.",
"12/29/08","FCFS","26","Notches 3-weeks tight as it tries to build handle on cup.",
"12/29/08","TWGP","30","Could be forming a handle on a 13-week, cup-shaped base.",
"12/29/08","GILD","34","Stock clears 50-day line; building right side of 4-mo. cup.",
"12/29/08","LHCG","38","Rising from 3rd test of 10-week line since Oct. breakout.",
"12/29/08","PNRA","23","Building new handle after breakout attempt on weak volume.",
"12/29/08","NCIT","27","Could be building new base after Nov. breakout failed.",
"12/29/08","HEI","31","3% below 40.19 buy point on double-bottom base.","40.19 "
"12/29/08","NTES","35","Forming possible double-bottom base with buy point at 23.60.","23.60"
"12/29/08","SHEN","39","Thin stock extended after clearing cup-with-handle.",
"12/29/08","MANT","44","May be adding handle to four-plus month consolidation.",
"12/29/08","SJI","48","Support at 10-week line; broke out Nov. 11, 35.26 buy pt.","35.26 "
"12/29/08","NFLX","41","Shapes handle just under 40-week; potential 29.85 buy point.","29.85 "
"12/29/08","AAON","45","Forming cup w/handle within larger consolidation.",
"12/29/08","DLTR","49","Still up after November breakout. Now 3% past 40.58 buy pt.","40.58 "
"12/29/08","SXE","43","Coiling for two months, but with no accumulation.",
"12/29/08","CEPH","47","Holds just below 78.45 buy pt from 2nd handle; soft volume.","78.45 "
"12/29/08","CMTL","42","Rangebound between resistance near 51 and support near 40.",
"12/29/08","HOMB","46","Trading range bound after wild September, October.",
"12/29/08","SNDA","37","Might be forming handle after clearing 30.74 b.p. on low vol.","30.74 "
"12/29/08","HANS","22","12% above prior, 30.07 buy point; forming new, high-handle?","30.07 "
"12/29/08","MFE","50","Closes tight for week, forming handle just below 40-wk line.",
"12/30/13","QIWI","1","10%extendedfrom 50.75buy pointinascending base.","50.75"
"12/30/13","FB","4","1%past54.93entry of cup base; volumekicked inDec. 20.","54.93"
"12/30/13","GNRC","7","Wellextended past44.34entryfrom Octoberbreakout.","44.34"
"12/30/13","NUS","2","Holdsnearhighs after3-weeks-tightbreakout over 132.77.","132.77"
"12/30/13","JAZZ","5","Extendedfrom bounceoff 10-weekline;RS linenear high.",
"12/30/13","NOAH","8","Supportiffy,but chart lookingmore like anew base.",
"12/30/13","QIHU","3","Workingonsloppy,third-stagebase; under 10-weekline.",
"12/30/13","HLF","6","Extended7% past73.28handlebuy pointof double-bottom.","73.28"
"12/30/13","XRS","9","Extended6% past20.54flat-basebuy point.","20.54"
"12/30/13","YNDX","10","2%past41.90buy pointincup-with-handle base; stagetwo.","41.90"
"12/30/13","DDD","13","Snubslate-stage signals;presses tonew highs.",
"12/30/13","SAVE","11","Underaccumulation but support at10-weekline inquestion.",
"12/30/13","PCLN","14","Nobreakout yet from 3-weeks-tight pattern;1198.85entry.","198.85"
"12/30/13","WX","12","Extendedafter three-weeksurgeoff 10-weekline.",
"12/30/13","ACT","15","Justbelow166.42 buypoint, but supportat 50-dayline.","166.42 "
"12/30/13","URI","16","Extended29%past 59.94buypoint from base-on-basepattern.","59.94"
"12/30/13","AMBA","19","Extendedmore than 20%past25.79 3-weeks-tightentry.","25.79 "
"12/30/13","FLT","22","Holding10-week lineinatypical ascending base.",
"12/30/13","RGR","25","Inbuy rangefrom secondpullback to 10-weekline.",
"12/30/13","MA","28","Extendedafter Oct. late-stage,flat-base breakout.",
"12/30/13","CELG","17","Thirdpullback to 10-weekline isnota properentry.",
"12/30/13","UA","20","Sluggishafter clearing83.92entry incup withhandle.","83.92"
"12/30/13","AWAY","23","23%past32.68double-bottomentry; inprofit-takingzone.","32.68"
"12/30/13","VRX","26","Formsthird-stage flatbasewith 115.50 buypoint.","115.50 "
"12/30/13","PII","29","Newhighs butextended aftermanytests of 10-weekline.",
"12/30/13","SLXP","18","Finishes7th week of 8-weekhold rule;new baseis stage3.",
"12/30/13","LVS","21","Justpast78.23buy pointfrom three-weeks-tightpattern.","78.23"
"12/30/13","ALGN","24","Flatbaseforms with potentialbuypointat 60.10.","60.10"
"12/30/13","WWWW","27","Rightside of 12-weekbaseforms but notmuch accumulation.",
"12/30/13","WDR","30","Formingaflat basewith buypoint at66.19.","66.19"
"12/30/13","CMG","31","Reboundwith volumeafter finding supportat 10-weekline.",
"12/30/13","ALXN","34","Justinsidebuy range; 4%above 126.49 flat-baseentry.","126.49 "
"12/30/13","GNTX","37","Up4.5% afterbreaking outof flatbase past31.59.","31.59"
"12/30/13","SLCA","40","Regains10-weekline inchoppy consolidation.",
"12/30/13","ARMH","43","Extended8% past50.51cup w/ handlebuypoint.","50.51"
"12/30/13","SSYS","32","14%past113.04 late-stageentry aftersupport at 10-week.","113.04 "
"12/30/13","NTES","35","Upnearly 5% from 74.91buypoint of double-bottombase.","74.91"
"12/30/13","LPLA","38","Wellextended frombounce off10-weekmoving average.",
"12/30/13","KORS","41","Sellsoffbut finding supportat 10-weekline.",
"12/30/13","SGY","44","Backabove 10-weekline aspotentialbase forms.",
"12/30/13","WYNN","46","Extended10%past 173.48flat-base buypoint.","173.48"
"12/30/13","ENDP","49","Consolidatinggains aftersharp rebound off10-week line.",
"12/30/13","SPR","47","Up2% from a3-weeks-tight entryat 33.23.","33.23"
"12/30/13","AKRX","33","Farextended afterAugustbreakout over 15.59buy point.","15.59"
"12/30/13","EDU","36","27%past23.54double-bottomentry; inprofit-takingzone.","23.54"
"12/30/13","LOPE","39","Dippingbelow 10-weekline aspotentialbasetakes shape.",
"12/30/13","TSCO","42","Slightlyabove 75.01buy pointof flatbase.","75.01"
"12/30/13","BIIB","45","Formingascending basewith 298.92 buy point.","298.92 "
